Glottocode,LANG_IS,Shp_Lng,Shap_Ar,L1_Users,Digits,All_Users,Countries,Family,Classification,Latitude,Longitude,EGIDS,Is_Written,glottolog_macroarea,status,family_id,parent_id,latitude,longitude,child_dialect_count,country_ids,family_name,Family_size,DPLACE subsistence,Forager language definite,Forager language possible,ISO3,LON,LAT,island,written,EA033_Extended
gbay1286,gbq,5.40256189,0.822878535,32500,5,32500,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Ubangi, Gbaya-Manza-Ngbaka, Central",6.1093,16.4655,6a,T,Africa,safe,atla1278,gbey1243,5.9879,16.4643,3,CF,Atlantic-Congo,1436,NA,0,0,CAF,20.37434729,6.542778706,0,1,NA
gbay1287,gbp,6.625761963,0.649380174,200000,6,200000,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Ubangi, Gbaya-Manza-Ngbaka, Central",6.7722,17.6162,5,T,Africa,safe,atla1278,gbey1244,6.61896,17.645,2,CF,Atlantic-Congo,1436,NA,0,0,CAF,20.37434729,6.542778706,0,1,NA
gbay1288,krs,2.595012803,0.195444789,16000,5,20000,2,Nilo-Saharan,"Nilo-Saharan, Satellite-Core, Satellites, Central Sudanic, West, Kresh",8.5398,25.0827,5,T,Africa,vulnerable,kres1240,kres1241,8.43391,25,7,CF SD,Kresh-Aja,3,NA,0,0,SSD,30.19861758,7.292889715,0,1,NA
gbes1238,gbs,0.589411214,0.013837735,65000,5,65000,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Kwa, Left Bank, Gbe",6.547,2.0333,6a,F,Africa,safe,atla1278,west2934,6.55911,2.0269,2,BJ,Atlantic-Congo,1436,NA,0,0,BEN,2.337377553,9.647430781,0,0,NA
gbii1242,ggb,2.127974271,0.121081425,9000,4,9000,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Kru, Western, Bassa",6.131,-8.9592,6a,F,Africa,definitely endangered,atla1278,bass1262,5.87021,-8.9346,2,LR,Atlantic-Congo,1436,NA,0,0,LBR,-9.410836154,6.431619862,0,0,NA
gbir1241,grh,0.713728204,0.019738168,25000,5,25000,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Kainji, Eastern, Northern Jos, Kauru",10.3446,8.4242,6a,F,Africa,safe,atla1278,kaur1268,10.3923,8.43157,2,NG,Atlantic-Congo,1436,1,0,0,NGA,7.995127754,9.548318418,0,0,0
gbol1235,gec,0.646343316,0.026726116,104000,6,104000,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Kru, Western, Grebo, Liberian",4.7594,-7.6721,6a,F,Africa,safe,atla1278,gbol1236,4.75405,-7.66699,4,CI LR,Atlantic-Congo,1436,NA,0,0,CIV,-5.612043645,7.553755007,0,0,NA
geba1237,kvq,1.634954529,0.103858471,40000,5,40000,1,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Karenic, Central",19.2892,96.615,5,T,Eurasia,safe,sino1245,geba1236,19.4991,96.9492,0,MM,Sino-Tibetan,496,NA,0,0,MMR,96.50584094,21.01699987,0,1,NA
gebe1237,gei,1.542830332,0.019666164,2650,4,2650,1,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, South Halmahera-West New Guinea, West New Guinea, Cenderawasih Bay, Raja Ampat",-0.1421,129.4968,6b,F,Papunesia,definitely endangered,aust1307,sout3231,-0.07877,129.424,1,ID,Austronesian,1276,NA,0,0,NA,NA,NA,0,0,NA
geda1237,gdd,0.517595994,0.002972902,6950,4,6950,1,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Ngero-Vitiaz, Vitiaz, Bel, Nuclear Bel, Northern",-5.1435,145.7928,5,T,Papunesia,safe,aust1307,nucl1510,-5.18175,145.781,0,PG,Austronesian,1276,NA,0,0,PNG,144.3312156,-6.645007134,1,1,NA
gede1246,drs,1.388342274,0.078220523,975000,6,1023000,1,Afro-Asiatic,"Afro-Asiatic, Cushitic, East, Highland",6.1871,38.2111,4,T,Africa,safe,afro1255,sida1248,6.18469,38.2395,0,ET,Afro-Asiatic,375,1,0,0,ETH,39.55125579,8.653999188,0,1,1
geee1239,hmj,1.184425781,0.046835128,60000,5,60000,1,Hmong-Mien,"Hmong-Mien, Hmongic, Chuanqiandian",26.7618,107.7619,6b,T,Eurasia,vulnerable,hmon1336,grea1295,26.8542,107.823,1,CN,Hmong-Mien,39,NA,0,0,CHN,103.8653653,36.60943238,0,1,NA
geji1246,gji,1.011151283,0.066968105,6000,4,6000,1,Afro-Asiatic,"Afro-Asiatic, Chadic, West, B, B.3, Zaar Proper",10.3503,9.6538,6a,T,Africa,definitely endangered,afro1255,nort3190,10.3478,9.64965,4,NG,Afro-Asiatic,375,NA,0,0,NGA,7.995127754,9.548318418,0,1,NA
geko1235,ghk,1.874443555,0.160825735,17000,5,17000,1,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Karenic, Central",19.6867,96.5429,6a,T,Eurasia,safe,sino1245,nort2703,19.6741,96.5308,0,MM,Sino-Tibetan,496,NA,0,0,MMR,96.50584094,21.01699987,0,1,NA
gela1263,nlg,2.667697196,0.033942739,11900,5,11900,1,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Southeast Solomonic, Gela-Guadalcanal, Gela",-9.0751,160.2263,5,T,Papunesia,safe,aust1307,ngge1240,-9.04587,160.186,0,SB,Austronesian,1276,NA,0,0,NA,NA,NA,1,1,NA
gela1264,giu,NA,NA,NA,NA,NA,1,Tai-Kadai,"Tai-Kadai, Kra, Western Kra",26.5582,107.5551,8b,F,Eurasia,critically endangered,taik1256,nort3188,26.574605,107.239537,0,CN,Tai-Kadai,95,NA,0,0,CHN,103.8653653,36.60943238,0,0,NA
geme1244,geq,0.442997982,0.010697673,550,3,550,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Ubangi, Zande, Zande-Nzakara",8.4711,20.6568,6b,F,Africa,definitely endangered,atla1278,zand1247,8.48359,20.6611,2,CF,Atlantic-Congo,1436,NA,0,0,CAF,20.37434729,6.542778706,0,0,NA
gend1249,gaf,0.883461756,0.04672183,8000,4,8000,1,Trans-New Guinea,"Trans-New Guinea, Kainantu-Goroka, Gorokan, Gende",-5.6578,145.1796,6a,T,Papunesia,safe,nucl1709,goro1272,-5.67528,145.177,0,PG,Nuclear Trans New Guinea,316,NA,0,0,PNG,144.3312156,-6.645007134,1,1,NA
genn1243,gej,0.507548519,0.007378198,325000,6,325000,2,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Kwa, Left Bank, Gbe, Mina",6.2602,1.6342,3,T,Africa,safe,atla1278,west2802,6.25971,1.67727,4,BJ TG,Atlantic-Congo,1436,NA,0,0,TGO,0.996403944,8.439541955,0,1,NA
gepo1234,ygp,NA,NA,100000,6,100000,1,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Northern",25.6544,102.5355,6a,T,Eurasia,safe,sino1245,nasu1237,25.7,102.5,0,CN,Sino-Tibetan,496,NA,0,0,CHN,103.8653653,36.60943238,0,1,NA
gera1246,gew,1.959729346,0.165581894,200000,6,200000,1,Afro-Asiatic,"Afro-Asiatic, Chadic, West, A, A.2, Bole, Bole Proper",10.4461,10.1097,6a,F,Africa,vulnerable,afro1255,gera1248,10.4331,10.12,0,NG,Afro-Asiatic,375,NA,0,0,NGA,7.995127754,9.548318418,0,0,NA
geru1240,gea,1.343151906,0.067328607,9030,4,9030,1,Afro-Asiatic,"Afro-Asiatic, Chadic, West, A, A.2, Bole, Bole Proper",10.5432,9.8151,6a,F,Africa,definitely endangered,afro1255,gera1248,10.4775,9.78484,3,NG,Afro-Asiatic,375,NA,0,0,NGA,7.995127754,9.548318418,0,0,NA
gese1240,ges,2.829005294,0.047093364,36500,5,36500,1,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Central Maluku, East, Banda-Geser, Geser-Gorom",-3.8016,130.7013,6a,T,Papunesia,safe,aust1307,gese1241,-3.8016,130.701,3,ID,Austronesian,1276,NA,0,0,NA,NA,NA,1,1,NA
ghad1239,gha,0.546112957,0.019867408,13100,5,13100,1,Afro-Asiatic,"Afro-Asiatic, Berber, Northern, Zenati, East",30.1331,9.4757,6b,F,Africa,definitely endangered,afro1255,berb1260,30.1168,10.0165,2,DZ LY TN,Afro-Asiatic,375,NA,0,0,LBY,17.97435278,26.99746041,0,0,NA
ghan1242,ghn,0.447239423,0.007601541,2510,4,2510,1,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Meso Melanesian, New Ireland, South New Ireland-Northwest Solomonic, New Georgia, West",-8.0194,156.5527,6a,F,Papunesia,safe,aust1307,ghan1246,-8.02035,156.552,2,SB,Austronesian,1276,NA,0,0,NA,NA,NA,1,0,NA
ghar1239,gri,2.232731478,0.145358693,12100,5,12100,1,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Southeast Solomonic, Gela-Guadalcanal, Guadalcanal",-9.4882,159.8189,5,T,Papunesia,safe,aust1307,nort2832,-9.4791,159.917,6,SB,Austronesian,1276,NA,0,0,SLB,159.1024984,-7.902107676,1,1,NA
ghay1237,bmk,0.46390877,0.003511665,2810,4,2810,1,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Papuan Tip, Nuclear, North Papuan Mainland-D’Entrecasteaux, Are-Taupota, Are",-9.9857,149.8417,5,T,Papunesia,safe,aust1307,boan1246,-10.011,149.84,0,PG,Austronesian,1276,NA,0,0,PNG,144.3312156,-6.645007134,1,1,NA
gheg1238,aln,4.711227548,0.617742649,2223780,7,2223780,6,Indo-European,"Indo-European, Albanian, Gheg",41.7823,19.9804,2,T,Eurasia,severely endangered,indo1319,alba1267,42.317,21.3837,7,AL BG ME MK RO RS,Indo-European,588,1,0,0,KOS,20.89535248,42.57936483,0,1,1
gher1238,ghr,0.043416104,0.000139496,10000,5,10000,1,Indo-European,"Indo-European, Indo-Iranian, Indo-Aryan, Western Hindi, Unclassified",25.3549,68.3484,6a,F,Eurasia,safe,indo1319,gher1240,25.383,68.368,0,PK,Indo-European,588,NA,0,0,PAK,69.41399806,29.97346003,0,0,NA
ghod1238,gdo,0.452799732,0.005702089,130,3,130,1,North Caucasian,"North Caucasian, East Caucasian, Avar-Andic, Andic",42.6381,46.0899,7,F,Eurasia,definitely endangered,nakh1245,botl1243,42.7428,46.2252,0,RU,Nakh-Daghestanian,34,NA,0,0,RUS,99.21652679,61.69256471,0,0,NA
ghom1247,bbj,1.542967058,0.07677002,350000,6,350000,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Wide Grassfields, Narrow Grassfields, Mbam-Nkam, Bamileke",5.4268,10.3825,5,T,Africa,safe,atla1278,east2862,5.39619,10.352,7,CM,Atlantic-Congo,1436,NA,0,0,CMR,12.61155252,5.66309813,0,1,NA
ghom1257,gho,0.558383666,0.016639784,10000,5,10000,1,Afro-Asiatic,"Afro-Asiatic, Berber, Northern, Zenati, Ghomara",35.2525,-4.8896,6a,F,Africa,definitely endangered,afro1255,nort3248,34.7979,-4.6696,0,MA,Afro-Asiatic,375,NA,0,0,MAR,-8.420479545,29.8853947,0,0,NA
ghot1243,aaa,0.523908706,0.018596655,9000,4,9000,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Edoid, North-Central, Ghotuo-Uneme-Yekhee",7.1154,5.9529,6a,F,Africa,safe,atla1278,afen1234,7.11551,5.95663,0,NG,Atlantic-Congo,1436,NA,0,0,NGA,7.995127754,9.548318418,0,0,NA
ghul1238,ghl,0.904938863,0.058808173,33000,5,33000,1,Nilo-Saharan,"Nilo-Saharan, Satellite-Core, Core, Eastern Sudanic, Northern (k languages), Nubian, Central, Hill, Kadaru-Ghulfan",11.6414,29.8133,7,F,Africa,definitely endangered,nubi1251,east2715,11.6432,29.8122,0,SD,Nubian,13,NA,0,0,SDN,29.86260401,15.990585,0,0,NA
gian1241,bgi,0.495292293,0.017573411,58500,5,58500,1,Austronesian,"Austronesian, Malayo-Polynesian, Bilic",7.1333,125.4308,7,F,Papunesia,definitely endangered,aust1307,bili1253,6.99967,125.359,0,PH,Austronesian,1276,NA,0,0,PHL,121.5444424,15.75094435,1,0,NA
gida1247,gid,1.27930889,0.083582063,65700,5,65700,2,Afro-Asiatic,"Afro-Asiatic, Chadic, Biu-Mandara, C",9.9535,14.0027,5,T,Africa,safe,afro1255,nort3156,9.874715,14.07845,1,CM TD,Afro-Asiatic,375,NA,0,0,CMR,12.61155252,5.66309813,0,1,NA
giiw1236,kks,0.719979108,0.032038083,14000,5,14000,1,Afro-Asiatic,"Afro-Asiatic, Chadic, West, A, A.2, Bole, Bole Proper",10.3613,10.4565,6a,F,Africa,safe,afro1255,kirf1234,10.35754,10.46037,0,NG,Afro-Asiatic,375,NA,0,0,NGA,7.995127754,9.548318418,0,0,NA
giky1238,acd,1.554479361,0.046875085,10400,5,10400,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Kwa, Nyo, Potou-Tano, Tano, Guang, North Guang",8.3791,0.5406,5,T,Africa,safe,atla1278,giky1241,8.39478,0.56975,0,GH TG,Atlantic-Congo,1436,NA,0,0,GHA,-1.236968556,7.928651813,0,1,NA
gila1241,glk,4.046230852,0.676054943,2400000,7,2400000,1,Indo-European,"Indo-European, Indo-Iranian, Iranian, Western, Northwestern, Caspian",37.1353,49.8609,4,T,Eurasia,safe,indo1319,gila1242,37.1344,49.8359,8,IR,Indo-European,588,NA,0,0,IRN,54.2854515,32.51891732,0,1,NA
gilb1244,gil,4.909180585,0.028146624,118401,6,118401,4,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, Micronesian, Micronesian Proper, Ikiribati",1.7569,-157.2774,1,T,Papunesia,safe,aust1307,cent2276,-1.34,176.44,2,KI SB,Austronesian,1276,0.33,0,0,NA,NA,NA,1,1,1
gili1241,gix,1.556226768,0.146673702,12000,5,12000,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Ubangi, Sere-Ngbaka-Mba, Ngbaka-Mba, Ngbaka, Western, Bwaka",4.5194,19.0219,6a,F,Africa,safe,atla1278,bwak1244,4.5585,19.0091,0,CD CF,Atlantic-Congo,1436,NA,0,0,COD,23.58295583,-2.850275711,0,0,NA
gily1242,niv,12.76715737,1.079467348,200,3,200,1,Language isolate,Language isolate,52.6747,140.3791,8a,T,Eurasia,severely endangered,nivk1234,nivk1234,52.59,140.681,2,RU,Nivkh,2,0,1,0,RUS,99.21652679,61.69256471,0,1,0
gimi1242,gip,0.733270952,0.024513953,3700,4,3700,1,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Ngero-Vitiaz, Vitiaz, Southwest New Britain, Arawe-Pasismanua, Arawe, West Arawe",-6.0292,149.4746,5,T,Papunesia,safe,aust1307,west2530,-6.02464,149.478,0,PG,Austronesian,1276,NA,0,0,PNG,144.3312156,-6.645007134,1,1,NA
gimi1243,gim,1.487590323,0.068517173,22500,5,22500,1,Trans-New Guinea,"Trans-New Guinea, Kainantu-Goroka, Gorokan, Fore",-6.5202,145.2533,5,T,Papunesia,safe,nucl1709,fore1273,-6.42097,145.214,2,PG,Nuclear Trans New Guinea,316,NA,0,0,PNG,144.3312156,-6.645007134,1,1,NA
gimm1241,kmp,0.495998504,0.016111142,3000,4,3000,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Adamawa, Leko-Nimbari, Duru, Voko-Dowayo, Vere-Dowayo, Vere-Gimme, Gimme",8.579,12.6683,6a,T,Africa,vulnerable,atla1278,koma1268,8.58084,12.6658,3,CM NG,Atlantic-Congo,1436,NA,0,0,CMR,12.61155252,5.66309813,0,1,NA
gimn1238,gmn,0.638275222,0.017488051,3000,4,3000,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Adamawa, Leko-Nimbari, Duru, Voko-Dowayo, Vere-Dowayo, Vere-Gimme, Gimme",8.5958,12.7792,6a,F,Africa,vulnerable,atla1278,koma1268,8.58129,12.7869,3,CM NG,Atlantic-Congo,1436,NA,0,0,CMR,12.61155252,5.66309813,0,0,NA
ginu1240,gnm,0.693771124,0.01661148,1440,4,1440,1,Trans-New Guinea,"Trans-New Guinea, Southeast Papuan, Dagan",-10.0096,149.697,6a,F,Papunesia,safe,daga1274,daga1274,-10.0298,149.7,0,PG,Dagan,9,NA,0,0,PNG,144.3312156,-6.645007134,1,0,NA
giny1241,ayg,0.89502105,0.048301481,16500,5,16500,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Kwa, Nyo, Potou-Tano, Tano, Guang, North Guang",8.2283,0.9631,6a,F,Africa,safe,atla1278,giky1239,8.2327,0.98348,0,TG,Atlantic-Congo,1436,NA,0,0,TGO,0.996403944,8.439541955,0,0,NA
gira1247,bbr,0.817201123,0.027023759,4000,4,4000,1,Trans-New Guinea,"Trans-New Guinea, Madang, Croisilles, Kokon",-5.3647,145.4179,5,T,Papunesia,safe,nucl1709,koko1271,-5.35342,145.423,0,PG,Nuclear Trans New Guinea,316,NA,0,0,PNG,144.3312156,-6.645007134,1,1,NA
giri1245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Africa,safe,afro1255,east2653,5.76,42.17,0,ET,Afro-Asiatic,375,NA,0,0,ETH,39.55125579,8.653999188,0,NA,NA
giry1241,nyf,7.466738841,1.01183061,944000,6,944000,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Central, E, Nyika-Taita (E.72)",-3.2097,39.6862,5,T,Africa,safe,atla1278,nort3232,-3.30638,39.6648,7,KE,Atlantic-Congo,1436,1,0,0,KEN,37.79155529,0.595966252,0,1,1
gito1238,toh,4.079909316,0.520274794,224000,6,224000,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Central, S, Copi (S.62)",-23.8786,35.178,5,T,Africa,safe,atla1278,chop1242,-23.7964,35.1577,3,MZ,Atlantic-Congo,1436,NA,0,0,MOZ,35.47261715,-17.2304466,0,1,NA
gitu1237,ggt,0.245034491,0.002542345,760,3,760,1,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, North New Guinea, Ngero-Vitiaz, Ngero, Tuam",-6.0132,147.479,6a,F,Papunesia,safe,aust1307,tuam1243,-6.0151,147.485,0,PG,Austronesian,1276,NA,0,0,NA,NA,NA,1,0,NA
gitx1241,git,1.286285376,0.021437762,350,3,350,1,Tsimshian,"Tsimshian, Nass-Gitksan",55.0896,-128.0803,7,T,North America,severely endangered,tsim1258,nish1242,55.09,-128.08,2,CA,Tsimshian,3,0,1,0,CAN,-101.5698221,57.7487688,0,1,0
gize1234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Africa,safe,afro1255,masa1324,10.023278,15.269103,0,TD,Afro-Asiatic,375,NA,0,0,CMR,12.61155252,5.66309813,0,NA,NA
gizr1240,tof,0.513202412,0.015537726,1050,4,1050,1,Eastern Trans-Fly,Eastern Trans-Fly,-9.1815,142.791,5,T,Papunesia,definitely endangered,east2503,east2503,-9.183,142.804,2,PG,Eastern Trans-Fly,4,NA,1,0,PNG,144.3312156,-6.645007134,1,1,NA
glar1241,glr,1.99018973,0.113704064,4630,4,4630,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Kru, Western, Wee, Guere-Krahn",5.5058,-7.5212,6a,F,Africa,vulnerable,atla1278,guer1244,5.23264,-7.50317,2,CI LR,Atlantic-Congo,1436,NA,0,0,CIV,-5.612043645,7.553755007,0,0,NA
glav1244,glw,0.441342055,0.011508866,31300,5,31300,2,Afro-Asiatic,"Afro-Asiatic, Chadic, Biu-Mandara, A, A.4, Mandara Proper, Glavda",11.2032,13.8627,6a,T,Africa,safe,afro1255,wand1280,11.1334,13.8652,3,CM NG,Afro-Asiatic,375,NA,0,0,NGA,7.995127754,9.548318418,0,1,NA
glio1241,oub,0.82558967,0.026351844,6650,4,6650,2,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Kru, Western, Grebo, Glio-Oubi",5.7989,-7.5252,6a,T,Africa,vulnerable,atla1278,guer1244,5.39966,-7.50585,0,CI LR,Atlantic-Congo,1436,NA,0,0,CIV,-5.612043645,7.553755007,0,1,NA
gnau1240,gnu,0.159471058,0.001940328,1330,4,1330,1,Torricelli,"Torricelli, Wapei-Palei, Wapei",-3.6087,142.2515,6a,F,Papunesia,definitely endangered,nucl1708,unun9969,-3.59093,142.196,0,PG,Nuclear Torricelli,55,NA,0,0,PNG,144.3312156,-6.645007134,1,0,NA
goan1235,gom,7.939536506,1.008524081,3633900,7,3633900,2,Indo-European,"Indo-European, Indo-Iranian, Indo-Aryan, Outer Languages, Southern, Konkani",14.9791,74.2847,5,T,Eurasia,safe,indo1319,konk1270,15.2732,74.2098,8,IN,Indo-European,588,NA,0,0,IND,79.59370376,22.92500641,0,1,NA
goar1239,gig,NA,NA,25400,5,25400,1,Indo-European,"Indo-European, Indo-Iranian, Indo-Aryan, Intermediate Divisions, Western, Rajasthani, Marwari",27.253,68.363,6a,T,Eurasia,safe,indo1319,west2831,27.253,68.363,0,PK,Indo-European,588,NA,0,0,PAK,69.41399806,29.97346003,0,1,NA
goba1246,goi,1.25587287,0.09209211,900,3,900,1,Trans-New Guinea,"Trans-New Guinea, East Strickland",-6.3934,142.2031,6a,T,Papunesia,safe,east2433,kubo1241,-6.48678,142.201,3,PG,East Strickland,6,NA,0,0,PNG,144.3312156,-6.645007134,1,1,NA
gobu1238,gox,1.10604054,0.054766865,12000,5,12000,2,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Adamawa-Ubangi, Ubangi, Banda, Central, Central Core, Mid-Southern",4.9226,19.4076,6a,F,Africa,safe,atla1278,mids1242,5.01201,20.0194,0,CD CF,Atlantic-Congo,1436,NA,0,0,CAF,20.37434729,6.542778706,0,0,NA
godi1239,god,2.933077395,0.454487281,26400,5,26400,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Kru, Eastern, Bete, Western",5.4087,-5.8555,5,T,Africa,safe,atla1278,west2489,5.3944,-5.82696,9,CI,Atlantic-Congo,1436,NA,0,0,CIV,-5.612043645,7.553755007,0,1,NA
godw1241,gdx,8.140921329,2.986862659,3000000,7,3000000,1,Indo-European,"Indo-European, Indo-Iranian, Indo-Aryan, Intermediate Divisions, Western, Rajasthani, Marwari",25.2975,72.8786,6b,F,Eurasia,vulnerable,indo1319,mewa1254,24.885,72.846,4,IN,Indo-European,588,NA,0,0,IND,79.59370376,22.92500641,0,0,NA
goem1240,ank,1.953780573,0.222000935,200000,6,200000,1,Afro-Asiatic,"Afro-Asiatic, Chadic, West, A, A.3, Angas Proper, 2",8.739,9.596,6b,T,Africa,vulnerable,afro1255,anga1311,8.74455,9.72453,0,NG,Afro-Asiatic,375,NA,0,0,NGA,7.995127754,9.548318418,0,1,NA
gofa1235,gof,2.323143774,0.164897142,359000,6,392400,1,Afro-Asiatic,"Afro-Asiatic, Omotic, North, Gonga-Gimojan, Gimojan, Ometo-Gimira, Ometo, Central",6.4917,37.0391,4,T,Africa,safe,gong1255,dawr1235,6.57645,37.05,0,ET,Ta-Ne-Omotic,19,NA,0,0,ETH,39.55125579,8.653999188,0,1,NA
gogo1263,gog,8.146453455,3.045884776,1080000,7,1080000,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Central, G, Gogo-Kagulu (G.11)",-6.2429,35.6428,5,T,Africa,safe,atla1278,west2846,-6.35951,35.4807,2,TZ,Atlantic-Congo,1436,1,0,0,TZA,34.75298813,-6.257732721,0,1,1
gogo1265,ggw,2.170329401,0.233519834,22000,5,22000,1,Trans-New Guinea,"Trans-New Guinea, Gogodala-Suki, Gogodala",-8.1139,142.8606,5,T,Papunesia,safe,suki1244,gogo1264,-8.08527,142.874,0,PG,Suki-Gogodala,4,NA,0,1,PNG,144.3312156,-6.645007134,1,1,NA
goka1239,gkn,0.330328597,0.007166462,100000,6,100000,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Ogoni, East",4.6158,7.3496,5,T,Africa,safe,atla1278,east2401,4.61889,7.34457,4,NG,Atlantic-Congo,1436,NA,0,0,NGA,7.995127754,9.548318418,0,1,NA
gola1255,gol,3.636608367,0.34850633,161000,6,161000,2,Niger-Congo,"Niger-Congo, Atlantic-Congo, Atlantic, Southern, Mel, Gola",7.3051,-10.7127,5,T,Africa,safe,atla1278,atla1278,7.06193,-10.8138,9,LR SL,Atlantic-Congo,1436,1,0,0,LBR,-9.410836154,6.431619862,0,1,1
goli1247,gvf,1.277995254,0.07520014,51100,5,51100,1,Trans-New Guinea,"Trans-New Guinea, Chimbu-Wahgi, Chimbu",-6.2485,144.8467,5,T,Papunesia,safe,nucl1709,goli1246,-6.2249,144.8505,5,PG,Nuclear Trans New Guinea,316,NA,0,0,PNG,144.3312156,-6.645007134,1,1,NA
gone1237,goo,0.229623504,0.001087689,690,3,690,1,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, Central Pacific, East Fijian-Polynesian, East Fijian",-16.5884,178.596,6a,F,Papunesia,safe,aust1307,east2446,-16.5886,178.599,0,FJ,Austronesian,1276,NA,0,0,NA,NA,NA,1,0,NA
gong1251,goe,0.152300044,0.001734976,2100,4,2100,1,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Bodish",27.0659,91.168,6b,F,Eurasia,definitely endangered,sino1245,sino1245,27.066,91.1686,0,BT,Sino-Tibetan,496,NA,0,0,BTN,90.47242481,27.42796865,0,0,NA
gonj1241,gjn,13.35753932,0.89471407,310000,6,310000,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Kwa, Nyo, Potou-Tano, Tano, Guang, North Guang",8.8774,-1.0624,4,T,Africa,safe,atla1278,gonj1242,8.48801,-0.72757,2,GH,Atlantic-Congo,1436,NA,0,0,GHA,-1.236968556,7.928651813,0,1,NA
gooa1234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Africa,safe,mand1469,tour1245,7.580998,-7.562563,0,CI,Mande,75,NA,0,0,CIV,-5.612043645,7.553755007,0,NA,NA
